"staid","year","fertTN","manureTN","fertTP","manureTP"
"02037500",2009,4662087.2217,11488008.0739,743666.4318,3356277.1796
"02037500",2010,5254417.7719,11459348.5409,878595.9796,3382073.7994
"02037500",2011,5418744.7127,11572409.3432,805434.2322,3407870.4116
"02037500",2012,5243991.9911,11610498.332,795232.7981,3433667.0409
"02039500",1985,456842.6386,740635.4841,135190.6486,206314.0806
"02039500",1986,326669.7692,748494.2906,97812.5153,207791.8596
"02039500",1987,303754.3162,756353.0628,90592.9237,209269.6391
"02039500",1988,302362.8875,776070.0823,94221.267,217223.834
"02039500",1989,304738.1932,789901.7313,92979.664,225178.0289
"02039500",1990,348707.3128,813255.5859,106021.1955,233132.2267
"02039500",1991,377310.3454,826223.3679,120852.6446,241086.421
"02039500",1992,452816.0782,845351.1755,133996.9552,249040.6158
"02039500",1993,402020.1483,867348.9807,123740.7344,258217.7662
"02039500",1994,369331.6999,892318.2132,106886.5313,267394.9156
"02039500",1995,344976.6445,909312.4962,102139.0016,276572.0658
"02039500",1996,355084.3019,929079.7339,98489.4875,285749.2148
"02039500",1997,330614.6796,946074.0199,94441.6654,294926.3638
"02039500",1998,360152.9407,932268.2585,98451.4273,287055.1784
"02039500",1999,440901.5797,908940.3511,110815.3972,279183.992
"02039500",2000,420495.7471,885518.3047,108892.4543,271312.8054
"02039500",2001,377886.9922,862190.3973,98698.4655,263441.6205
"02039500",2002,445517.2585,848384.6383,117304.2885,255570.4333
"02039500",2003,391864.0292,862273.8119,99139.6591,262824.4957
"02039500",2004,393929.434,878841.7896,97597.9672,270078.5597
"02039500",2005,340452.4364,892730.9633,85749.0439,277332.6234
"02039500",2006,348083.6103,913911.7378,84687.6006,284586.6859
"02039500",2007,287918.7154,930573.9177,60621.6434,291840.7494
"02039500",2008,275070.265,906952.2588,47662.4687,283352.1626
"02039500",2009,242444.7813,883330.573,39184.5932,274863.5766
"02039500",2010,286026.0026,858255.8109,46894.7373,266374.9885
"02039500",2011,288539.7779,834634.1676,42450.0746,257886.4015
"02039500",2012,280822.8025,808876.089,41319.4504,249397.8147
"02041000",1985,395710.101,532812.1471,117100.1065,152588.0586
"02041000",1986,297744.812,533170.6162,89184.2959,154481.7917
"02041000",1987,273519.5861,541932.4768,81583.7085,156375.5232
"02041000",1988,271075.4405,561420.9132,84540.1953,162374.7027
"02041000",1989,272043.0329,583590.9532,83166.0076,168373.8809
"02041000",1990,310292.514,603079.3642,94529.1611,174373.0593
"02041000",1991,334038.0057,622567.8143,107221.708,180372.2372
"02041000",1992,399423.6778,644737.8557,118362.2325,186371.4156
"02041000",1993,348389.6234,655822.8731,107304.5595,190918.0034
"02041000",1994,314545.1151,675311.2996,91118.922,195464.5922
"02041000",1995,287706.7654,686396.3456,85250.1685,200011.1789
"02041000",1996,289554.7959,700162.9963,80221.7512,204557.7672
"02041000",1997,264387.3576,711248.0447,75649.0435,209104.354
"02041000",1998,287577.6895,716969.833,78736.7484,210132.0921
"02041000",1999,350912.5356,719651.4643,88251.4249,211159.8294
"02041000",2000,333058.1066,719651.4643,86433.7645,212187.5676
"02041000",2001,298197.1558,725373.1939,77927.2517,213215.3048
"02041000",2002,350546.4904,728054.8373,92458.7541,214243.0433
"02041000",2003,308367.3961,719292.9643,78080.274,212942.4671
"02041000",2004,309221.9828,718934.4934,76640.8154,211641.8915
"02041000",2005,266411.2569,710172.6222,67350.0046,210341.3165
"02041000",2006,271332.2832,704092.3894,66396.2816,209040.741
"02041000",2007,256968.4665,701052.3056,54279.7643,207740.1653
"02041000",2008,257156.7194,698370.6603,44544.9241,208643.1141
"02041000",2009,237862.2665,693007.3728,38605.0143,209546.0631
"02041000",2010,297167.6151,696047.4848,48729.0478,210449.0116
"02041000",2011,310348.6365,693365.812,45665.6917,211351.9615
"02041000",2012,313890.8296,688002.5506,45795.588,212254.9097
"02041650",1985,2886248.2012,3484211.1617,854109.7828,980647.0559
"02041650",1986,1990786.5689,3443884.814,596216.3941,969939.7653
"02041650",1987,1836066.5829,3432687.0025,547632.534,959232.4744
"02041650",1988,1824246.7784,3550135.1768,568770.829,1000808.1267
"02041650",1989,1835110.884,3676574.7779,560627.9536,1042383.776
"02041650",1990,2097433.0963,3798311.6195,638513.83,1083959.4315
"02041650",1991,2264367.6472,3909037.1332,726232.9671,1125535.0815
"02041650",1992,2713596.404,4039642.2836,803677.9473,1167110.7347
"02041650",1993,2376520.1866,4115391.5737,731766.0838,1196127.1025
"02041650",1994,2153678.3259,4211582.2094,623619.9285,1225143.4671
"02041650",1995,1980915.7193,4267142.7832,586735.8083,1254159.8359
"02041650",1996,2006824.4793,4350791.8746,556346.6136,1283176.2011
"02041650",1997,1840118.6295,4406352.4533,526001.3369,1312192.5662
"02041650",1998,1984509.98,4405431.5464,542821.9407,1306693.5697
"02041650",1999,2405489.8405,4399586.1048,604724.3577,1301194.5675
"02041650",2000,2272120.6853,4373636.1123,588802.7882,1295695.5711
"02041650",2001,2024348.4191,4356274.8431,528813.5157,1290196.5739
"02041650",2002,2368157.1128,4366841.0225,623808.6466,1284697.5768
"02041650",2003,2084109.0245,4385556.0658,527366.5287,1300136.6311
"02041650",2004,2094203.1161,4438928.6464,518892.8563,1315575.6875
"02041650",2005,1809123.7413,4457643.5894,456007.1173,1331014.7463
"02041650",2006,1849044.0708,4505616.8448,450352.026,1346453.7988
"02041650",2007,1632730.9498,4543846.3697,344101.817,1361892.8587
"02041650",2008,1582938.0165,4448972.845,274255.7177,1332405.1147
"02041650",2009,1417671.8166,4336801.3715,229433.8742,1302917.377
"02041650",2010,1705332.4629,4246766.333,279606.6689,1273429.6311
"02041650",2011,1742806.7657,4156612.6149,256415.049,1243941.8934
"02041650",2012,1719423.2742,4037424.7541,252264.719,1214454.1515
"02042500",1985,465882.8125,89637.7509,137865.8263,25657.3291
"02042500",1986,397353.4829,85296.4185,118952.2826,24281.5796
"02042500",1987,507577.6967,81150.0299,151065.8587,22905.833
"02042500",1988,524987.91,81437.9388,160814.0953,22753.8237
"02042500",1989,551512.2507,82224.5386,161291.8572,22601.8117
"02042500",1990,635232.7563,82707.3888,184953.5795,22449.8034
"02042500",1991,717418.638,82894.6791,219741.2067,22297.7925
"02042500",1992,871639.5552,83961.0001,250625.3067,22145.7839
"02042500",1993,819250.3574,83283.21,248888.6468,22479.448
"02042500",1994,776313.8702,82979.4599,220469.317,22813.1121
"02042500",1995,785252.3047,82581.3889,229148.904,23146.7764
"02042500",1996,883181.2435,82682.0089,249862.1589,23480.4393
"02042500",1997,824193.549,82183.3201,228518.052,23814.1043
"02042500",1998,810216.0975,82547.8227,214654.5345,23784.3529
"02042500",1999,943659.4997,83869.8329,234122.3606,23754.6021
"02042500",2000,895559.2083,84234.3289,220927.4179,23724.8502
"02042500",2001,794561.3107,84015.3605,204821.7625,23695.0985
"02042500",2002,892283.3376,84379.86,224978.6585,23665.3459
"02042500",2003,795047.2597,80130.9604,196959.1768,22482.6661
"02042500",2004,842311.2667,76465.5292,206838.2425,21299.9863
"02042500",2005,781990.693,72496.35,181087.4622,20117.3058
"02042500",2006,856796.7431,69025.8594,184650.3607,18934.626
"02042500",2007,869953.5533,64776.96,176041.257,17751.9441
"02042500",2008,839930.5796,62232.2983,146015.5637,17008.1145
"02042500",2009,733525.7941,59009.8499,113200.5508,16264.2846
"02042500",2010,763771.7824,56465.1904,124967.8507,15520.4548
"02042500",2011,885328.6072,54021.15,130032.3471,14776.626
"02042500",2012,901893.5126,51476.49,143248.8609,14032.7957
