STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH
10,5,50405,1400000US10005050405,10005050405,504.05,Sussex,DE,Delaware,"Census Tract 504.05, Sussex County, Delaware",4373.0,396.0,5505.0,1.9206,0.7935,1.3206,0.74,0.4572,0.3438,0.3091,0.2194,1.3295,0.2697,0.9481,0.7262,0.0,0.8558,0.0,0.0,2.5301,0.9431,0.7806,0.5721,0.4403,1.793,0.6818,0.7755,0.0,0.0,0.7755,0.3618,0.5306,0.5306,0.5306,6.9587,0.7207,0.5202,0.5202,0.5202,0.3079,0.8042,0.3157,0.4158,0.5717,0.5093,0.7649,3.6895,0.5448,0.5867,0.3137,0.2701,0.849,2.0195,0.5106,0.6268,0.5876,1.2144,0.7377,7.4436,0.5999,1.0,1.0,1.0,0.0,0.0,3.0,0.6,0.67,8.39,0.27,24.56,7.98,70.25,0.0,31.29,0.0,0.0,6.7,67.49,10.17,99.41,0.0,0.0,53.12,31.7,20.6519,19.8,3.5,26.6,28.5126,7.2,25.5,17.1,19.4,9.4,8.5,2.4,0.5,35.7,10.5,8.3,14.3,11.6,0.7094,0.6964,0.8508,0.6052,0.538
10,5,50406,1400000US10005050406,10005050406,504.06,Sussex,DE,Delaware,"Census Tract 504.06, Sussex County, Delaware",5038.0,473.0,11642.0,2.5884,0.9744,1.5884,0.8784,0.4572,0.34,0.3399,0.2338,1.3709,0.2848,0.9458,0.6349,0.0,0.831,0.0,0.0,2.4117,0.9328,0.6703,0.2702,0.2289,1.1694,0.1658,0.6433,0.582,0.0,1.2253,0.5872,0.5535,0.5535,0.5535,6.7308,0.6759,0.6833,0.6833,0.6833,0.6136,0.6861,0.6579,0.6763,0.7521,0.602,0.8251,4.8131,0.7718,0.7942,0.6641,0.6774,0.6668,2.8025,0.9641,0.5113,0.919,1.4303,0.841,9.7292,0.9125,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.67,8.37,0.29,24.93,6.7,43.23,0.0,22.91,0.0,0.0,28.46,40.76,13.44,70.51,69.7,0.0,56.88,50.2,35.8958,14.8,6.2,44.5,35.7735,8.7,28.6,21.1,24.4,15.3,3.0,0.8,6.0,40.0,11.3,8.2,15.6,14.8,0.8601,0.836,0.8343,0.8503,0.6768
10,5,50407,1400000US10005050407,10005050407,504.07,Sussex,DE,Delaware,"Census Tract 504.07, Sussex County, Delaware",5219.0,396.0,4052.0,1.5773,0.6575,0.7773,0.3376,0.4572,0.3359,0.2465,0.2112,1.2508,0.2411,0.0,0.2785,0.0,0.0,0.0,0.0,0.2785,0.2148,0.8048,0.1733,0.787,1.7651,0.662,0.0,0.5058,0.0,0.5058,0.1682,0.4446,0.4446,0.4446,4.2448,0.1457,0.6232,0.6232,0.6232,0.5377,0.6804,0.702,0.3351,0.6263,0.2763,0.5353,3.6931,0.5457,0.6796,0.3586,0.517,0.5232,2.0784,0.5648,0.8672,0.3832,1.2504,0.7524,7.6451,0.6316,1.0,1.0,1.0,0.0,1.0,4.0,0.8,0.67,8.35,0.23,24.36,0.0,0.01,0.0,0.0,0.0,0.0,3.92,29.11,5.83,0.0,52.63,0.0,39.32,42.2,31.8557,14.6,6.7,22.5,30.4348,4.2,17.5,18.7,20.1,12.8,1.5,16.7,0.1,39.9,10.8,7.6,13.8,13.9,0.8576,0.7575,0.7108,0.8009,0.4797
10,5,50408,1400000US10005050408,10005050408,504.08,Sussex,DE,Delaware,"Census Tract 504.08, Sussex County, Delaware",4456.0,456.0,4098.0,1.9227,0.7941,1.1227,0.6113,0.325,0.3321,0.2308,0.2034,1.0913,0.1899,0.9182,0.3437,0.0,0.0,0.0,0.0,1.2619,0.6751,0.828,0.1673,0.9388,1.9341,0.7752,0.2789,0.4318,0.0,0.7107,0.2836,0.3079,0.3079,0.3079,5.3059,0.3565,0.7059,0.7059,0.7059,0.6509,0.8688,0.4989,0.2415,0.628,0.6636,0.8058,4.3575,0.6867,0.7325,0.4278,0.5918,0.7552,2.5073,0.8677,0.974,0.0,0.974,0.6399,8.5447,0.7662,1.0,1.0,0.0,1.0,1.0,4.0,0.8,0.33,8.33,0.22,24.15,0.06,1.6,0.0,0.0,0.0,0.0,1.79,28.32,3.92,2.04,37.51,0.0,20.43,53.5,38.0866,24.0,4.8,18.0,30.4994,9.9,27.5,19.7,21.1,13.9,4.8,37.2,0.0,36.4,11.1,7.4,15.7,13.1,0.7415,0.8076,0.6609,0.7441,0.6859
10,5,50501,1400000US10005050501,10005050501,505.01,Sussex,DE,Delaware,"Census Tract 505.01, Sussex County, Delaware",4400.0,356.0,4996.0,1.1161,0.4223,0.9161,0.4487,0.325,0.3203,0.2136,0.1841,1.043,0.1762,0.0,0.2818,0.0,0.6202,0.0,0.0,0.902,0.5774,0.7082,0.2449,0.7101,1.6632,0.5853,0.3303,0.5188,0.0,0.8491,0.4168,0.315,0.315,0.315,4.7723,0.2402,0.5179,0.5179,0.5179,0.5437,0.6588,0.537,0.4655,0.5603,0.44,0.8354,4.0407,0.6219,0.6455,0.3715,0.5721,0.5088,2.0979,0.5816,0.8196,0.4452,1.2648,0.7585,7.9213,0.6759,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.33,8.26,0.21,23.61,0.0,0.03,0.0,0.03,0.0,0.0,19.27,37.97,6.67,8.4,55.46,0.0,21.43,31.5,32.1591,13.9,5.1,29.4,28.1195,6.2,29.2,18.1,20.3,13.6,1.4,12.3,0.2,33.8,10.2,7.5,14.1,11.2,0.6106,0.6245,0.6866,0.5598,0.5153
10,5,50503,1400000US10005050503,10005050503,505.03,Sussex,DE,Delaware,"Census Tract 505.03, Sussex County, Delaware",5198.0,536.0,5537.0,2.0209,0.8275,1.6209,0.8922,0.325,0.313,0.2631,0.2034,1.1045,0.1936,0.0,0.5388,0.0,0.8245,0.0,0.0,1.3633,0.7063,1.0,0.3562,0.3431,1.6993,0.6146,0.5918,0.4944,0.8975,1.9837,0.9433,0.4107,0.4107,0.4107,6.5615,0.6406,0.7985,0.7985,0.7985,0.8968,0.973,0.1223,0.8196,0.789,0.9765,0.9484,5.5256,0.8878,0.4397,0.9664,0.2211,0.9582,2.5854,0.9014,0.8925,0.8752,1.7677,0.9785,10.6772,0.9803,0.0,1.0,0.0,1.0,0.0,2.0,0.4,0.33,8.22,0.24,24.15,0.0,20.97,0.0,20.98,0.0,0.0,0.0,49.12,11.92,56.71,50.2,4.74,34.39,69.4,58.2612,40.1,2.1,59.0,37.715,27.7,40.0,14.7,33.7,8.7,20.4,19.6,3.8,30.9,10.5,5.4,16.9,11.9,0.4397,0.6964,0.2406,0.6363,0.7899
10,5,50504,1400000US10005050504,10005050504,505.04,Sussex,DE,Delaware,"Census Tract 505.04, Sussex County, Delaware",6727.0,563.0,12764.0,1.3818,0.5659,1.3818,0.7745,0.325,0.3073,0.2308,0.1666,1.0297,0.1727,0.0,0.5359,0.0,0.7298,0.0,0.0,1.2657,0.6763,1.0,0.222,0.4675,1.6895,0.6068,0.6154,0.4385,0.9587,2.0126,0.9465,0.6806,0.6806,0.6806,6.6781,0.6649,0.5497,0.5497,0.5497,0.4724,0.8152,0.4307,0.4299,0.4488,0.7396,0.5842,3.9208,0.5959,0.562,0.1873,0.4962,0.7886,2.0341,0.524,0.7189,0.9726,1.6915,0.959,8.1961,0.7169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,8.19,0.22,23.08,0.0,20.45,0.0,5.03,0.0,0.0,0.0,35.29,9.67,63.01,38.92,37.84,79.56,34.4,28.5499,20.4,4.3,27.4,24.7428,11.7,19.0,16.7,16.9,12.5,5.8,5.9,21.6,31.5,9.9,5.9,14.7,10.4,0.476,0.5445,0.3289,0.4605,0.5837
10,5,50601,1400000US10005050601,10005050601,506.01,Sussex,DE,Delaware,"Census Tract 506.01, Sussex County, Delaware",5127.0,433.0,3566.0,1.3201,0.5348,1.1201,0.6096,0.325,0.3148,0.2136,0.1666,1.02,0.1698,0.9259,0.2896,0.0,0.0,0.0,0.0,1.2155,0.6623,1.0,0.1149,0.8592,1.9741,0.8007,0.4074,0.3762,0.0,0.7836,0.3655,0.5667,0.5667,0.5667,5.5599,0.4147,0.4676,0.4676,0.4676,0.5764,0.7118,0.702,0.0542,0.3899,0.4619,0.6036,3.4998,0.5037,0.5679,0.7866,0.424,0.7358,2.5143,0.8708,0.9344,0.7007,1.6351,0.9398,8.1168,0.7054,0.0,1.0,0.0,0.0,0.0,1.0,0.2,0.33,8.23,0.21,23.08,0.82,0.12,0.0,0.0,0.0,0.0,0.0,19.94,5.0,19.21,27.74,0.0,58.98,27.0,33.8604,15.7,6.7,7.8,23.1573,6.5,19.6,16.8,26.6,11.5,4.3,26.1,1.1,34.6,10.7,7.1,15.4,12.0,0.6552,0.7373,0.5871,0.6463,0.6567
10,5,50602,1400000US10005050602,10005050602,506.02,Sussex,DE,Delaware,"Census Tract 506.02, Sussex County, Delaware",6516.0,584.0,7781.0,1.9874,0.8168,1.1874,0.6556,0.325,0.3031,0.2946,0.1813,1.104,0.1935,0.9754,0.5582,0.0,0.0,0.0,0.0,1.5336,0.7639,1.0,0.1309,0.3684,1.4993,0.4432,0.5378,0.5109,0.0,1.0487,0.5062,0.5286,0.5286,0.5286,5.7142,0.4497,0.519,0.519,0.519,0.6406,0.5802,0.3881,0.4569,0.6495,0.5163,0.5969,3.8285,0.5764,0.8821,0.8091,0.1628,0.5837,2.4377,0.8315,0.7415,0.8192,1.5607,0.908,8.3459,0.7377,1.0,1.0,1.0,0.0,1.0,4.0,0.8,0.33,8.17,0.26,23.52,40.29,24.66,0.0,0.0,0.0,0.0,0.0,22.73,11.5,43.61,53.77,0.0,52.62,31.6,37.4822,11.7,4.0,28.9,31.337,7.3,19.4,23.9,27.1,7.8,2.0,7.1,2.5,36.3,10.6,8.1,14.3,12.3,0.7371,0.718,0.8173,0.6756,0.538
10,5,50701,1400000US10005050701,10005050701,507.01,Sussex,DE,Delaware,"Census Tract 507.01, Sussex County, Delaware",4550.0,302.0,5429.0,2.1112,0.8548,1.3112,0.7342,0.325,0.2939,0.2308,0.162,1.0117,0.168,0.9217,0.4301,0.0,0.7425,0.0,0.0,2.0943,0.9111,1.0,0.1592,0.9003,2.0595,0.85,0.2706,0.176,0.0,0.4466,0.1442,0.596,0.596,0.596,6.2081,0.5637,0.5365,0.5365,0.5365,0.5111,0.7031,0.4444,0.2583,0.4654,0.6685,0.7559,3.8067,0.5714,0.9462,0.1796,0.6885,0.5498,2.3641,0.7879,0.9449,0.7622,1.7071,0.9635,8.4144,0.7475,1.0,1.0,1.0,0.0,1.0,4.0,0.8,0.33,8.12,0.22,22.94,0.32,6.6,0.0,6.1,0.0,0.0,0.0,27.09,4.5,1.3,0.31,0.0,63.72,33.2,30.4971,15.4,4.4,18.8,25.211,10.0,25.1,28.4,16.7,15.5,1.7,28.3,1.7,38.6,10.7,8.4,14.0,13.7,0.8215,0.7373,0.8659,0.7878,0.5033
10,5,50703,1400000US10005050703,10005050703,507.03,Sussex,DE,Delaware,"Census Tract 507.03, Sussex County, Delaware",1963.0,175.0,920.0,2.2449,0.8922,1.4449,0.808,0.325,0.2907,0.279,0.159,1.0537,0.1793,0.9366,0.651,0.0,0.8768,0.0,0.0,2.4644,0.9372,1.0,0.2412,0.8592,2.1004,0.8703,0.5099,0.1968,0.0,0.7067,0.2809,0.5582,0.5582,0.5582,6.8834,0.7061,0.579,0.579,0.579,0.7074,0.8458,0.6674,0.2132,0.6834,0.3364,0.6763,4.1299,0.6405,0.9751,0.1557,0.8316,0.7316,2.694,0.9388,0.951,0.0,0.951,0.614,8.3539,0.7388,1.0,1.0,1.0,0.0,1.0,4.0,0.8,0.33,8.1,0.25,22.84,3.22,47.77,0.0,39.45,0.0,0.0,0.0,37.55,5.0,37.36,2.32,0.0,57.72,37.2,41.6029,22.3,6.3,16.7,32.6711,4.9,22.0,34.4,16.0,18.7,4.2,29.8,0.0,43.2,11.2,9.6,14.9,16.4,0.9225,0.8225,0.9585,0.9095,0.6058
10,5,50704,1400000US10005050704,10005050704,507.04,Sussex,DE,Delaware,"Census Tract 507.04, Sussex County, Delaware",5408.0,612.0,3072.0,1.0733,0.398,0.4733,0.1336,0.325,0.282,0.2465,0.154,1.0075,0.1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414,0.0719,0.6948,1.6081,0.5404,0.0,0.0,0.0,0.0,0.0,0.5706,0.5706,0.5706,3.1862,0.0322,0.3125,0.3125,0.3125,0.3459,0.3044,0.8467,0.2202,0.5096,0.503,0.1594,2.8892,0.3685,0.9813,0.0824,0.7586,0.4935,2.3158,0.7549,0.9557,0.0,0.9557,0.6183,6.4732,0.4411,1.0,0.0,1.0,0.0,1.0,3.0,0.6,0.33,8.04,0.23,22.68,0.0,0.0,0.0,0.0,0.0,0.0,0.83,11.66,6.83,0.0,0.0,0.0,59.42,16.1,22.5037,6.2,9.2,17.0,26.5272,7.1,7.2,37.3,12.7,16.9,1.3,31.0,0.0,39.2,9.6,10.2,11.7,13.0,0.8387,0.4568,0.9747,0.7369,0.238
10,5,50705,1400000US10005050705,10005050705,507.05,Sussex,DE,Delaware,"Census Tract 507.05, Sussex County, Delaware",4815.0,502.0,2618.0,1.1453,0.4387,0.5453,0.175,0.325,0.279,0.2465,0.1442,0.9947,0.1633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755,0.0869,0.4493,1.2912,0.2535,0.0,0.0,0.0,0.0,0.0,0.6439,0.6439,0.6439,2.9298,0.019,0.332,0.332,0.332,0.5623,0.5547,0.4585,0.2027,0.6784,0.4022,0.6097,3.4685,0.4967,0.9844,0.1023,0.7348,0.3749,2.1964,0.6644,0.9969,0.0,0.9969,0.6691,6.9938,0.5263,1.0,0.0,1.0,0.0,1.0,3.0,0.6,0.33,8.02,0.23,22.35,0.0,0.0,0.0,0.0,0.0,0.0,10.44,14.56,10.0,0.0,0.0,0.0,72.23,17.3,33.1256,11.1,4.5,16.2,32.4923,5.7,19.8,39.3,13.9,16.4,0.7,61.2,0.0,42.3,10.1,10.8,12.7,14.8,0.9077,0.5987,0.9835,0.8503,0.3505
10,5,50706,1400000US10005050706,10005050706,507.06,Sussex,DE,Delaware,"Census Tract 507.06, Sussex County, Delaware",1680.0,213.0,1146.0,0.8478,0.2639,0.2478,0.0394,0.325,0.2724,0.2308,0.1307,0.9589,0.1539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6736,0.1521,0.3975,1.2232,0.201,0.0,0.0,0.0,0.0,0.0,0.5731,0.5731,0.5731,2.7552,0.0125,0.0489,0.0489,0.0489,0.2669,0.5547,0.1466,0.0228,0.7586,0.2234,0.3971,2.3701,0.2624,0.9899,0.0707,0.6356,0.0,1.6962,0.2495,0.9995,0.0,0.9995,0.6716,5.1147,0.2353,1.0,0.0,1.0,0.0,1.0,3.0,0.6,0.33,7.98,0.22,21.88,0.0,0.0,0.0,0.0,0.0,0.0,27.51,25.98,10.94,0.0,0.0,0.0,59.94,3.2,18.6747,11.1,2.3,4.8,36.1011,3.6,13.6,44.5,11.8,14.6,0.0,81.59999999999998,0.0,42.9,9.5,11.7,11.3,13.7,0.9174,0.4269,0.9899,0.7878,0.1966
10,5,50801,1400000US10005050801,10005050801,508.01,Sussex,DE,Delaware,"Census Tract 508.01, Sussex County, Delaware",3796.0,465.0,3543.0,0.8529,0.267,0.6529,0.2461,0.5508,0.2974,0.2308,0.1529,1.2319,0.2342,0.0,0.4512,0.0,0.0,0.0,0.0,0.4512,0.3002,0.6533,0.1659,0.5348,1.354,0.3063,0.4023,0.4185,0.0,0.8208,0.4062,0.2014,0.2014,0.2014,4.0593,0.1182,0.4094,0.4094,0.4094,0.4669,0.4284,0.3157,0.4636,0.6914,0.4022,0.7367,3.5049,0.5048,0.9042,0.3393,0.5031,0.0,1.7466,0.2844,0.7668,0.6153,1.3821,0.8152,7.043,0.5347,0.0,0.0,1.0,0.0,0.0,1.0,0.2,1.0,8.14,0.22,22.64,0.0,8.55,0.0,0.0,0.0,0.0,32.95,28.11,8.67,18.49,35.01,0.0,7.03,22.5,28.2586,8.4,3.5,29.3,33.0092,5.7,24.3,25.0,19.8,12.6,0.0,8.6,0.6,32.1,9.7,7.7,12.4,10.0,0.5115,0.4859,0.7342,0.4083,0.3156
10,5,50802,1400000US10005050802,10005050802,508.02,Sussex,DE,Delaware,"Census Tract 508.02, Sussex County, Delaware",6388.0,794.0,4422.0,1.2062,0.4725,1.0062,0.5234,0.325,0.2956,0.2308,0.1617,1.0131,0.1683,0.0,0.5553,0.0,0.7592,0.0,0.0,1.3145,0.6913,1.0,0.1148,0.7009,1.8157,0.6979,0.5118,0.4118,0.8826,1.8062,0.9253,0.5543,0.5543,0.5543,6.5038,0.6287,0.3174,0.3174,0.3174,0.4539,0.5106,0.1726,0.1755,0.5089,0.1467,0.4117,2.3799,0.2642,0.9092,0.3854,0.6296,0.2881,2.2123,0.6777,0.7809,0.3832,1.1641,0.7187,6.0737,0.3775,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.33,8.13,0.22,22.93,0.0,24.06,0.0,8.06,0.0,0.0,0.0,19.93,6.75,37.83,33.82,2.48,57.0,16.4,27.6105,10.1,2.5,14.9,26.5079,2.7,14.0,25.3,20.5,14.5,0.4,9.5,0.1,33.8,9.8,8.0,12.5,10.9,0.6106,0.5157,0.7983,0.5229,0.3268
10,5,50803,1400000US10005050803,10005050803,508.03,Sussex,DE,Delaware,"Census Tract 508.03, Sussex County, Delaware",8963.0,677.0,4818.0,1.1042,0.4158,0.7042,0.2829,0.4572,0.2907,0.2308,0.1439,1.1226,0.1989,0.0,0.3981,0.0,0.6945,0.0,0.0,1.0926,0.6334,1.0,0.0841,0.6959,1.78,0.6727,0.5109,0.5144,0.0,1.0253,0.4949,0.3046,0.3046,0.3046,5.3251,0.361,0.1829,0.1829,0.1829,0.4602,0.2685,0.4989,0.0923,0.6464,0.3195,0.3669,2.6527,0.3188,0.9745,0.0931,0.6536,0.0,1.7212,0.2669,0.9149,0.3832,1.2981,0.7732,5.8549,0.3432,1.0,0.0,1.0,0.0,0.0,2.0,0.4,0.67,8.1,0.22,22.34,0.0,4.31,0.0,2.69,0.0,0.0,0.0,14.01,6.79,37.64,54.46,0.0,20.07,9.0,27.9259,5.6,4.8,10.4,31.2223,4.7,12.8,34.2,13.4,14.9,0.0,22.8,0.1,37.6,9.1,9.7,10.6,11.2,0.7886,0.3108,0.9619,0.5598,0.1297
10,5,50901,1400000US10005050901,10005050901,509.01,Sussex,DE,Delaware,"Census Tract 509.01, Sussex County, Delaware",2591.0,257.0,2199.0,0.3892,0.0568,0.1892,0.023,0.6451,0.2848,0.2465,0.1398,1.3162,0.2648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5447,0.1202,0.6484,1.3133,0.2714,0.3352,0.4443,0.0,0.7795,0.3637,0.2787,0.2787,0.2787,3.6877,0.0739,0.1576,0.1576,0.1576,0.2361,0.115,0.3007,0.2965,0.2445,0.1227,0.4259,1.7414,0.1511,0.9476,0.1761,0.3952,0.0,1.5189,0.1526,0.7006,0.0,0.7006,0.4031,4.1185,0.1153,0.0,0.0,1.0,0.0,0.0,1.0,0.2,1.67,8.06,0.23,22.2,0.0,0.0,0.0,0.0,0.0,0.0,66.71,20.84,7.33,9.06,40.03,0.0,16.64,7.8,17.1362,3.0,3.4,20.6,19.2907,2.4,14.4,28.6,16.6,11.1,0.0,5.0,0.0,32.6,8.8,8.9,10.3,9.4,0.5419,0.2306,0.9192,0.3319,0.1057
10,5,50902,1400000US10005050902,10005050902,509.02,Sussex,DE,Delaware,"Census Tract 509.02, Sussex County, Delaware",5028.0,354.0,12072.0,1.1539,0.4439,0.7539,0.32,0.6451,0.2707,0.3399,0.1304,1.3861,0.2909,0.0,0.4718,0.0,0.8145,0.0,0.0,1.2863,0.6825,0.4871,0.1627,0.3827,1.0325,0.0977,0.6169,0.5002,0.0,1.1171,0.5366,0.6869,0.6869,0.6869,5.5089,0.403,0.2132,0.2132,0.2132,0.2099,0.2628,0.0712,0.4673,0.3864,0.0409,0.4659,1.9044,0.1776,0.9907,0.0666,0.8451,0.3205,2.2229,0.6861,0.6771,0.8914,1.5685,0.9115,5.909,0.3509,1.0,0.0,1.0,0.0,0.0,2.0,0.4,1.67,7.97,0.29,21.87,0.0,10.72,0.0,18.51,0.0,0.0,84.09999999999998,27.63,11.22,63.4,51.43,0.0,80.79999999999998,10.5,15.8945,5.5,1.6,29.5,23.0675,1.2,15.5,45.6,11.4,19.1,0.5,4.0,4.4,41.1,8.6,12.3,8.8,11.4,0.8846,0.182,0.9922,0.5831,0.0256
10,5,51003,1400000US10005051003,10005051003,510.03,Sussex,DE,Delaware,"Census Tract 510.03, Sussex County, Delaware",5896.0,703.0,5787.0,0.7941,0.234,0.3941,0.0936,0.6451,0.2679,0.3399,0.1339,1.3868,0.291,0.0,0.0,0.0,0.6836,0.0,0.0,0.6836,0.4221,0.4112,0.0708,0.516,0.998,0.0841,0.3363,0.3338,0.0,0.6701,0.2581,0.7131,0.7131,0.7131,4.4516,0.1792,0.2379,0.2379,0.2379,0.1662,0.2915,0.5844,0.1189,0.3938,0.1384,0.4366,2.1298,0.2172,0.9635,0.1045,0.3366,0.0,1.4046,0.1092,0.8069,0.3832,1.1901,0.7288,4.9624,0.2149,1.0,0.0,1.0,0.0,0.0,2.0,0.4,1.67,7.95,0.29,22.0,0.0,0.0,0.0,2.14,0.0,0.0,98.73,11.45,8.89,9.21,21.13,0.0,85.06,11.8,13.7201,6.0,5.5,12.0,23.263,2.6,14.7,31.2,14.0,10.3,0.0,11.3,0.1,35.4,8.9,9.3,10.3,10.1,0.695,0.2567,0.9447,0.4209,0.1057
10,5,51004,1400000US10005051004,10005051004,510.04,Sussex,DE,Delaware,"Census Tract 510.04, Sussex County, Delaware",5544.0,404.0,4631.0,0.7765,0.2241,0.3765,0.0868,0.5508,0.2804,0.3091,0.1387,1.279,0.2508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8169,0.052,0.6095,1.4784,0.4233,0.324,0.4066,0.0,0.7306,0.2967,0.5753,0.5753,0.5753,4.0633,0.1189,0.2896,0.2896,0.2896,0.2532,0.2858,0.5492,0.1332,0.4502,0.0917,0.1348,1.8981,0.1764,0.9833,0.0867,0.6045,0.4409,2.1154,0.5964,0.5947,0.3832,0.9779,0.6437,5.281,0.2576,1.0,0.0,1.0,0.0,0.0,2.0,0.4,1.0,8.03,0.27,22.16,0.0,0.0,0.0,0.0,0.0,0.0,2.74,7.86,7.75,7.53,32.89,0.0,60.21,14.7,18.0029,5.9,5.2,12.8,24.7819,2.0,6.5,38.5,13.0,14.1,1.0,1.8,0.1,37.6,9.3,10.3,10.9,11.9,0.7886,0.3679,0.9765,0.6363,0.1577
10,5,51005,1400000US10005051005,10005051005,510.05,Sussex,DE,Delaware,"Census Tract 510.05, Sussex County, Delaware",5385.0,366.0,2040.0,0.8428,0.2613,0.2428,0.0375,0.325,0.2848,0.2465,0.1534,1.0097,0.1673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0904,0.8236,1.914,0.7622,0.0,0.0,0.0,0.0,0.0,0.6231,0.6231,0.6231,3.5468,0.0594,0.2415,0.2415,0.2415,0.2778,0.2798,0.5111,0.0542,0.2121,0.0709,0.1886,1.5945,0.1279,0.9778,0.095,0.7152,0.2502,2.0382,0.5279,0.8309,0.0,0.8309,0.5011,4.7051,0.1834,1.0,0.0,1.0,0.0,1.0,3.0,0.6,0.33,8.06,0.23,22.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.26,5.39,0.0,0.0,0.0,68.52,12.0,19.1771,5.8,4.9,7.8,18.4082,1.7,8.0,35.5,13.5,16.0,0.3,13.3,0.0,38.2,9.5,10.1,11.5,12.3,0.8087,0.4269,0.9728,0.6756,0.2171
10,5,51006,1400000US10005051006,10005051006,510.06,Sussex,DE,Delaware,"Census Tract 510.06, Sussex County, Delaware",3543.0,235.0,2403.0,0.8504,0.2653,0.2504,0.0403,0.4572,0.2756,0.2631,0.1487,1.1446,0.2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8322,0.1034,0.8303,1.7659,0.6625,0.0,0.0,0.0,0.0,0.0,0.5756,0.5756,0.5756,3.4861,0.054,0.1932,0.1932,0.1932,0.2156,0.226,0.1726,0.0504,0.5368,0.1722,0.3413,1.7149,0.1471,0.9877,0.0508,0.6994,0.2137,1.9516,0.4487,0.9534,0.0,0.9534,0.6162,4.8131,0.1964,1.0,0.0,1.0,0.0,1.0,3.0,0.6,0.67,8.0,0.24,22.49,0.0,0.0,0.0,0.0,0.0,0.0,1.49,17.89,5.33,0.0,0.0,0.0,60.29,9.5,16.1727,4.9,2.5,7.5,27.3446,3.0,12.1,42.1,9.6,15.7,0.2,30.4,0.0,39.9,9.1,11.0,10.4,12.7,0.8576,0.3108,0.9852,0.7119,0.1137
