STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH
10,3,16301,1400000US10003016301,10003016301,163.01,New Castle,DE,Delaware,"Census Tract 163.01, New Castle County, Delaware",5557.0,545.0,2906.0,1.209,0.4743,1.209,0.6704,0.8187,0.5686,0.5237,0.4533,2.3643,0.6686,0.961,0.7083,0.0,0.0,0.0,0.0,1.6693,0.8129,0.4996,0.0911,0.4403,1.031,0.0971,0.7686,0.6287,0.0,1.3973,0.6781,0.2271,0.2271,0.2271,6.689,0.6674,0.704,0.704,0.704,0.2382,0.5718,0.8206,0.5359,0.6294,0.4752,0.3082,3.5793,0.5212,0.4036,0.1761,0.6473,0.2502,1.4772,0.1351,0.9409,0.3832,1.3241,0.7847,7.0846,0.5416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,9.33,0.42,29.99,19.0,64.62,0.0,0.0,0.0,0.0,80.53,15.39,10.17,98.83,80.29,0.0,9.96,53.2,17.2408,11.5,8.6,33.9,30.5556,6.7,11.2,14.1,16.6,14.8,0.3,27.4,0.1,32.6,9.6,6.5,12.9,9.8,0.5419,0.4568,0.4494,0.3826,0.3736
10,3,16302,1400000US10003016302,10003016302,163.02,New Castle,DE,Delaware,"Census Tract 163.02, New Castle County, Delaware",7349.0,582.0,3282.0,1.095,0.4107,1.095,0.5912,0.8187,0.5911,0.5746,0.4454,2.4298,0.6864,0.977,0.5231,0.0,0.0,0.0,0.0,1.5001,0.7519,0.5529,0.0824,0.4315,1.0668,0.1124,0.7133,0.7666,0.0,1.4799,0.7301,0.1332,0.1332,0.1332,6.6098,0.6505,0.7558,0.7558,0.7558,0.1625,0.4127,0.883,0.0527,0.6008,0.2935,0.1993,2.6045,0.3094,0.2523,0.604,0.4024,0.477,1.7357,0.2767,0.6618,0.7346,1.3964,0.8224,6.4924,0.4445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,9.4,0.46,29.8,43.8,18.32,0.0,0.0,0.0,0.0,63.98,13.67,10.33,88.53,100.0,0.0,0.52,61.6,13.5392,8.1,10.3,7.7,29.5061,4.4,8.3,11.4,23.5,11.2,1.2,3.4,1.4,31.8,9.9,5.3,13.7,9.9,0.4937,0.5445,0.2235,0.3955,0.4677
10,3,16305,1400000US10003016305,10003016305,163.05,New Castle,DE,Delaware,"Census Tract 163.05, New Castle County, Delaware",7896.0,818.0,8667.0,1.6513,0.69,1.4513,0.8112,0.8187,0.6039,0.5868,0.4854,2.4948,0.7045,0.9766,0.7214,0.9301,0.8624,0.0,0.0,3.4905,0.9928,0.5684,0.4123,0.3446,1.3253,0.2815,0.6047,0.5832,0.9325,2.1204,0.9572,0.0,0.0,0.0,9.431,0.9809,0.7935,0.7935,0.7935,0.2469,0.4284,0.7175,0.6131,0.5973,0.4251,0.4725,3.5008,0.5039,0.2011,0.2674,0.4175,0.5232,1.4092,0.1104,0.4399,0.5072,0.9471,0.6093,6.6506,0.4704,1.0,0.0,0.0,0.0,0.0,1.0,0.2,3.33,9.44,0.47,30.73,42.96,68.82,4.39,33.73,0.0,0.0,58.95,53.96,11.89,60.05,69.98,17.24,0.0,68.5,17.6798,8.4,6.9,39.4,29.4011,6.0,15.7,10.4,18.6,11.4,1.5,0.4,0.3,35.1,10.0,5.3,13.2,11.0,0.6811,0.5713,0.2235,0.5359,0.4088
10,3,16401,1400000US10003016401,10003016401,164.01,New Castle,DE,Delaware,"Census Tract 164.01, New Castle County, Delaware",6271.0,531.0,4290.0,1.1462,0.4391,1.1462,0.6275,0.8187,0.5153,0.4583,0.4247,2.217,0.6257,0.9523,0.5486,0.0,0.7563,0.0,0.0,2.2572,0.9211,0.6154,0.1259,0.756,1.4973,0.4413,0.618,0.5458,0.8577,2.0215,0.9474,0.0,0.0,0.0,7.993,0.8837,0.6388,0.6388,0.6388,0.1758,0.2439,0.6579,0.0016,0.3369,0.0518,0.0916,1.5595,0.1223,0.4278,0.5542,0.7535,0.0,1.7355,0.2766,0.8737,0.5072,1.3809,0.8145,5.3147,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,9.14,0.37,29.36,11.16,22.79,0.0,7.69,0.0,0.0,44.2,21.88,6.17,63.68,61.52,0.44,0.0,44.2,14.1941,5.2,6.2,0.6,21.7557,1.4,5.1,14.5,22.8,16.8,0.0,17.4,0.3,32.3,9.6,5.8,13.3,10.1,0.5238,0.4568,0.3102,0.4209,0.4205
10,3,16404,1400000US10003016404,10003016404,164.04,New Castle,DE,Delaware,"Census Tract 164.04, New Castle County, Delaware",2977.0,256.0,4356.0,1.6989,0.71,1.4989,0.8362,0.8187,0.5315,0.5115,0.4406,2.3023,0.6518,0.9701,0.644,0.9648,0.9133,0.0,0.0,3.4922,0.9929,0.6101,0.5029,0.4675,1.5805,0.5171,0.5524,0.3516,0.0,0.904,0.4398,0.2129,0.2129,0.2129,8.4919,0.9334,0.5409,0.5409,0.5409,0.3953,0.358,0.76,0.29,0.4063,0.5666,0.3005,3.0767,0.4091,0.4519,0.8002,0.5448,0.2502,2.0471,0.536,0.7454,0.8192,1.5646,0.9098,7.2293,0.5655,1.0,0.0,0.0,0.0,0.0,1.0,0.2,3.33,9.2,0.41,29.69,31.21,45.75,31.25,58.04,0.0,0.0,45.9,61.75,9.67,47.03,23.77,0.0,8.16,33.6,24.8797,7.1,7.5,20.3,23.584,8.1,11.0,14.9,26.9,13.2,0.3,7.3,2.5,34.9,9.9,6.9,14.3,11.1,0.6708,0.5445,0.5402,0.5479,0.538
10,3,16601,1400000US10003016601,10003016601,166.01,New Castle,DE,Delaware,"Census Tract 166.01, New Castle County, Delaware",12837.0,682.0,11987.0,0.9932,0.3503,0.9932,0.5125,0.7884,0.4543,0.3702,0.3251,1.938,0.5282,0.9412,0.5274,0.0,0.0,0.0,0.0,1.4686,0.7404,0.7808,0.0782,0.463,1.322,0.2784,0.4505,0.5497,0.9374,1.9376,0.9382,0.4234,0.4234,0.4234,7.0896,0.7447,0.5117,0.5117,0.5117,0.1354,0.3105,0.3296,0.3634,0.1231,0.4891,0.122,1.8731,0.1723,0.7607,0.3393,0.4891,0.5498,2.1389,0.6172,0.0,0.6882,0.6882,0.3939,5.2119,0.2485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.88,0.31,27.21,4.74,19.04,0.0,0.0,0.0,0.0,6.68,12.87,9.72,26.03,62.36,20.13,36.16,30.9,12.1368,6.3,3.6,23.9,15.7064,6.9,6.1,20.3,19.8,12.4,1.7,0.0,1.0,31.4,9.2,6.7,12.3,8.7,0.4696,0.3389,0.4939,0.242,0.3036
10,3,16602,1400000US10003016602,10003016602,166.02,New Castle,DE,Delaware,"Census Tract 166.02, New Castle County, Delaware",10739.0,579.0,5254.0,0.8439,0.2619,0.8439,0.3904,0.7884,0.4701,0.3702,0.3231,1.9518,0.5337,0.9506,0.3319,0.0,0.0,0.0,0.0,1.2825,0.6813,0.8038,0.087,0.7009,1.5917,0.5268,0.5027,0.6363,0.9275,2.0665,0.9518,0.1235,0.1235,0.1235,7.016,0.7315,0.5028,0.5028,0.5028,0.0785,0.3162,0.5492,0.0189,0.0237,0.0218,0.0825,1.0908,0.06,0.1874,0.831,0.1039,0.3491,1.4714,0.1327,0.5809,0.4452,1.0261,0.6779,4.0911,0.1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.95,0.31,27.16,9.72,1.17,0.0,0.0,0.0,0.0,4.02,14.58,6.75,35.79,81.84,14.56,0.1,30.1,8.9051,6.4,5.2,4.3,10.2916,0.8,4.8,10.1,27.6,6.7,0.6,1.6,0.2,29.6,9.1,6.1,12.2,8.4,0.361,0.3108,0.3665,0.2073,0.2921
10,3,16604,1400000US10003016604,10003016604,166.04,New Castle,DE,Delaware,"Census Tract 166.04, New Castle County, Delaware",12083.0,1251.0,8720.0,0.4101,0.0631,0.4101,0.101,0.7467,0.4375,0.3702,0.2983,1.8527,0.4927,0.0,0.5359,0.0,0.0,0.0,0.0,0.5359,0.3408,0.642,0.1398,0.3231,1.1049,0.1302,0.4468,0.7653,0.0,1.2121,0.5806,0.0,0.0,0.0,4.7056,0.2269,0.591,0.591,0.591,0.2613,0.0778,0.7327,0.182,0.3346,0.1384,0.1157,1.8425,0.1672,0.3108,0.9612,0.3217,0.0,1.5937,0.1886,0.6771,0.0,0.6771,0.3902,4.7043,0.1832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,8.81,0.31,26.56,0.0,20.45,0.0,0.0,0.0,0.0,36.22,24.17,12.22,25.42,99.99,0.0,0.0,38.5,18.3977,2.3,7.1,15.2,21.6947,2.6,5.9,12.5,33.2,10.1,0.0,4.0,0.0,28.4,9.4,5.2,12.7,8.1,0.2913,0.3966,0.2082,0.174,0.3505
10,3,16608,1400000US10003016608,10003016608,166.08,New Castle,DE,Delaware,"Census Tract 166.08, New Castle County, Delaware",5577.0,569.0,1621.0,0.236,0.0214,0.236,0.0355,0.7884,0.475,0.4441,0.3396,2.0471,0.5697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5502,0.0943,0.8303,1.4748,0.4199,0.0,0.3567,0.0,0.3567,0.1172,0.0,0.0,0.0,3.8786,0.0947,0.4354,0.4354,0.4354,0.1072,0.3964,0.1858,0.0014,0.0431,0.1632,0.1188,1.0159,0.0511,0.6854,0.5316,0.2076,0.5232,1.9478,0.4456,0.5113,0.4452,0.9565,0.619,4.3556,0.1413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.97,0.36,27.55,0.0,0.0,0.0,0.0,0.0,0.0,64.92,16.04,5.33,0.0,24.64,0.0,0.0,24.4,10.6025,7.8,2.6,0.5,12.0085,2.9,6.0,18.8,22.5,8.5,1.5,0.8,0.2,31.4,9.2,6.7,12.5,8.9,0.4696,0.3389,0.4939,0.2668,0.3268
10,3,16801,1400000US10003016801,10003016801,168.01,New Castle,DE,Delaware,"Census Tract 168.01, New Castle County, Delaware",6654.0,520.0,3346.0,0.7985,0.2364,0.7985,0.3538,0.7884,0.392,0.2946,0.2547,1.7297,0.4398,0.0,0.4721,0.0,0.0,0.0,0.0,0.4721,0.3102,0.7528,0.1366,0.8592,1.7486,0.6503,0.5808,0.2387,0.0,0.8195,0.4057,0.3116,0.3116,0.3116,5.0815,0.3064,0.59,0.59,0.59,0.1838,0.3525,0.9256,0.0765,0.5412,0.4328,0.1958,2.7082,0.3304,0.3509,0.7072,0.5981,0.6037,2.2599,0.7145,0.7827,0.4452,1.2279,0.7431,6.786,0.4921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.62,0.26,25.48,0.0,10.76,0.0,0.0,0.0,0.0,10.76,23.63,5.0,53.84,8.1,0.0,20.92,38.4,14.5966,7.0,12.2,9.4,27.4819,6.1,8.2,13.2,25.1,14.0,2.2,9.6,0.2,31.2,9.5,6.1,13.5,9.3,0.4583,0.4269,0.3665,0.319,0.4444
10,3,16804,1400000US10003016804,10003016804,168.04,New Castle,DE,Delaware,"Census Tract 168.04, New Castle County, Delaware",7581.0,540.0,2437.0,0.2871,0.031,0.2871,0.0514,0.7884,0.4191,0.3399,0.3125,1.8599,0.4958,0.0,0.336,0.0,0.0,0.0,0.0,0.336,0.2433,0.6659,0.0602,0.8644,1.5905,0.5256,0.3391,0.4329,0.0,0.772,0.3601,0.0,0.0,0.0,4.5584,0.1983,0.5221,0.5221,0.5221,0.0623,0.0981,0.286,0.0086,0.0142,0.2588,0.1283,0.8563,0.0352,0.3569,0.8701,0.0901,0.477,1.7941,0.3193,0.0,0.6744,0.6744,0.3833,3.8469,0.0888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.73,0.29,26.9,0.0,1.32,0.0,0.0,0.0,0.0,29.58,9.38,4.92,9.55,37.74,0.0,0.0,31.9,7.9052,2.7,3.3,2.7,9.0395,4.0,6.3,13.3,28.7,6.4,1.2,0.0,0.9,29.6,9.4,5.8,12.9,8.5,0.361,0.3966,0.3102,0.219,0.3736
10,3,16901,1400000US10003016901,10003016901,169.01,New Castle,DE,Delaware,"Census Tract 169.01, New Castle County, Delaware",2264.0,207.0,646.0,1.0966,0.4115,1.0966,0.5924,0.6773,0.3742,0.3091,0.2694,1.63,0.3952,0.9255,0.4367,0.0,0.6943,0.0,0.0,2.0565,0.9092,0.813,0.2952,0.9489,2.0571,0.8488,0.5462,0.3585,0.8423,1.747,0.9168,0.4278,0.4278,0.4278,7.9184,0.8747,0.0313,0.0313,0.0313,0.1769,0.3856,0.3443,0.038,0.281,0.1722,0.4188,1.8168,0.1631,0.7859,0.5542,0.6415,0.0,1.9816,0.4752,0.7397,0.4452,1.1849,0.7268,5.0146,0.2219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.54,0.27,25.84,0.77,7.16,0.0,2.68,0.0,0.0,3.13,43.31,3.75,45.59,24.91,0.01,36.8,2.3,14.2477,7.6,3.7,6.4,20.2719,3.0,14.2,20.9,22.8,14.7,0.0,7.0,0.2,33.7,9.2,7.4,13.3,9.7,0.605,0.3389,0.6609,0.3693,0.4205
10,3,16904,1400000US10003016904,10003016904,169.04,New Castle,DE,Delaware,"Census Tract 169.04, New Castle County, Delaware",3953.0,194.0,3017.0,0.8554,0.2686,0.8554,0.3997,0.7884,0.392,0.279,0.2637,1.7231,0.437,0.0,0.3402,0.0,0.0,0.0,0.0,0.3402,0.2456,0.5282,0.2507,0.9855,1.7644,0.6616,0.2458,0.3006,0.8885,1.4349,0.7016,0.3207,0.3207,0.3207,5.5833,0.4202,0.6553,0.6553,0.6553,0.3387,0.9144,0.4989,0.0392,0.1342,0.1551,0.5388,2.6193,0.3124,0.2212,0.0258,0.8206,0.399,1.4666,0.1309,0.7028,0.9927,1.6955,0.9603,6.4367,0.4352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.62,0.25,25.7,0.0,1.48,0.0,0.0,0.0,0.0,71.83,38.6,2.83,0.01,16.37,3.26,22.04,46.3,22.1519,28.3,4.8,6.5,16.0612,2.8,17.6,10.8,4.7,18.4,0.8,5.1,64.3,33.5,8.9,4.4,14.3,9.4,0.5934,0.2567,0.0995,0.3319,0.538
10,3,980100,1400000US10003980100,10003980100,9801.0,New Castle,,Delaware,"Census Tract 9801, New Castle County, Delaware",0.0,12.0,87.0,,,,,0.8536,0.7169,,,,,0.9586,0.8038,0.9353,0.9359,0.0,0.0,3.6336,0.9952,0.6096,,0.9003,,,0.7415,0.705,0.0,1.4465,0.7091,0.546,0.546,0.546,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,3.67,9.86,,,16.55,92.29,6.28,72.44,0.0,0.0,46.05,,4.5,94.63,94.83,0.0,55.89,0.0,0.0,,,,,,,,0.0,-666666666.0,0.0,,0.0,,,,,,,,,,
10,3,990100,1400000US10003990100,10003990100,9901.0,New Castle,,Delaware,"Census Tract 9901, New Castle County, Delaware",0.0,12.0,-999.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8083,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.57,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,-666666666.0,0.0,,0.0,,,,,,,,,,
10,5,50101,1400000US10005050101,10005050101,501.01,Sussex,DE,Delaware,"Census Tract 501.01, Sussex County, Delaware",4006.0,406.0,2039.0,0.9978,0.3533,0.7978,0.3533,0.4572,0.313,0.2465,0.1864,1.2031,0.2239,0.0,0.3988,0.0,0.7935,0.0,0.0,1.1923,0.6565,1.0,0.2334,0.7623,1.9957,0.8135,0.3405,0.3955,0.0,0.736,0.3002,0.5392,0.5392,0.5392,5.6663,0.4395,0.3243,0.3243,0.3243,0.1167,0.5414,0.1343,0.1987,0.2812,0.4022,0.6195,2.294,0.248,0.8592,0.3926,0.7586,0.0,2.0104,0.5027,0.7752,0.5527,1.3279,0.7867,5.9566,0.3583,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.67,8.22,0.23,23.68,0.0,4.35,0.0,13.55,0.0,0.0,0.0,36.65,6.08,9.76,30.88,0.0,54.8,16.8,11.1336,10.8,2.2,16.0,20.2797,5.7,20.1,23.0,20.6,16.9,0.0,9.1,0.4,34.5,9.6,8.4,12.3,10.3,0.65,0.4568,0.8659,0.4476,0.3036
10,5,50103,1400000US10005050103,10005050103,501.03,Sussex,DE,Delaware,"Census Tract 501.03, Sussex County, Delaware",4648.0,272.0,2256.0,0.7394,0.2039,0.3394,0.0702,0.6074,0.2956,0.2465,0.1796,1.3291,0.2696,0.0,0.4199,0.0,0.0,0.0,0.0,0.4199,0.2846,0.6383,0.1582,0.8356,1.6321,0.5602,0.2702,0.3894,0.0,0.6596,0.2516,0.2816,0.2816,0.2816,4.3223,0.1575,0.1769,0.1769,0.1769,0.2609,0.1907,0.1223,0.15,0.1737,0.2059,0.3228,1.4263,0.1019,0.9469,0.2205,0.7888,0.0,1.9562,0.4523,0.496,0.6383,1.1343,0.7092,4.6937,0.1819,1.0,0.0,1.0,0.0,0.0,2.0,0.4,1.33,8.13,0.23,23.47,0.0,5.76,0.0,0.0,0.0,0.0,37.31,26.95,5.25,1.27,29.91,0.0,17.02,8.7,18.3735,4.3,2.1,13.6,17.3298,3.4,11.6,28.5,17.7,17.6,0.0,0.7,0.7,35.5,9.3,8.8,11.4,10.9,0.7002,0.3679,0.9105,0.5229,0.2068
10,5,50104,1400000US10005050104,10005050104,501.04,Sussex,DE,Delaware,"Census Tract 501.04, Sussex County, Delaware",4901.0,208.0,7757.0,1.6186,0.6761,1.4186,0.7943,0.5508,0.3051,0.3242,0.1961,1.3762,0.2869,0.0,0.7072,0.0,0.8376,0.0,0.0,1.5448,0.7682,1.0,0.5425,0.2739,1.8164,0.6985,0.7548,0.6847,0.0,1.4395,0.7046,0.3853,0.3853,0.3853,6.5622,0.6409,0.6804,0.6804,0.6804,0.6713,0.7197,0.6061,0.5236,0.592,0.6127,0.732,4.4574,0.7052,0.5867,0.7957,0.424,0.838,2.6444,0.9234,0.0,0.8443,0.8443,0.5114,8.6265,0.7777,0.0,0.0,1.0,0.0,0.0,1.0,0.2,1.0,8.18,0.28,23.96,0.0,64.29,0.0,24.93,0.0,0.0,0.0,65.01,12.89,97.06,91.49,0.0,30.8,49.8,39.3689,16.0,5.7,33.1,29.2071,8.9,24.1,17.1,26.8,11.5,7.9,0.0,3.0,33.3,10.2,7.5,14.1,11.0,0.5825,0.6245,0.6866,0.5359,0.5153
10,5,50105,1400000US10005050105,10005050105,501.05,Sussex,DE,Delaware,"Census Tract 501.05, Sussex County, Delaware",5582.0,619.0,2808.0,0.836,0.2577,0.836,0.3841,0.5508,0.3051,0.2631,0.1864,1.3054,0.2607,0.0,0.3377,0.0,0.0,0.0,0.0,0.3377,0.2443,1.0,0.1433,0.9542,2.0975,0.8689,0.523,0.4266,0.0,0.9496,0.4591,0.4689,0.4689,0.4689,5.1591,0.3237,0.6137,0.6137,0.6137,0.259,0.6071,0.1993,0.2154,0.0976,0.7681,0.7436,2.8901,0.3687,0.674,0.5165,0.5311,0.7358,2.4574,0.8424,0.9446,0.0,0.9446,0.6071,6.9058,0.5123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.18,0.24,23.68,0.0,1.39,0.0,0.0,0.0,0.0,0.0,24.66,3.67,40.27,36.57,0.0,43.14,41.0,18.267,12.4,2.7,16.8,14.7753,12.5,24.6,18.6,22.3,13.0,4.3,28.2,0.0,33.4,10.3,6.6,13.7,10.6,0.5882,0.6494,0.471,0.4854,0.4677
10,5,50200,1400000US10005050200,10005050200,502.0,Sussex,DE,Delaware,"Census Tract 502, Sussex County, Delaware",4065.0,373.0,1948.0,1.7209,0.7189,0.9209,0.4527,0.4572,0.3113,0.2136,0.1796,1.1617,0.2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7932,0.1551,0.8725,1.8208,0.7016,0.5522,0.384,0.0,0.9362,0.4535,0.3437,0.3437,0.3437,4.2624,0.1481,0.6687,0.6687,0.6687,0.7209,0.7699,0.4989,0.4587,0.3748,0.703,0.8039,4.3301,0.6812,0.2887,0.9217,0.6536,0.399,2.263,0.7168,0.9463,0.3832,1.3295,0.7873,8.5913,0.7728,1.0,1.0,0.0,1.0,1.0,4.0,0.8,0.67,8.21,0.21,23.47,0.0,0.0,0.0,0.0,0.0,0.0,5.16,26.47,4.83,46.98,29.03,0.0,25.29,48.1,42.5339,18.1,4.8,29.0,22.7642,10.8,27.4,12.1,30.7,14.9,0.8,28.6,0.1,37.0,11.4,6.6,16.3,12.8,0.7656,0.848,0.471,0.7203,0.7418
10,5,50301,1400000US10005050301,10005050301,503.01,Sussex,DE,Delaware,"Census Tract 503.01, Sussex County, Delaware",8632.0,861.0,8802.0,2.4717,0.9492,1.4717,0.8216,0.4572,0.3379,0.2308,0.1949,1.2208,0.2304,0.0,0.5076,0.0,0.7302,0.0,0.0,1.2378,0.6681,1.0,0.2205,0.6643,1.8848,0.7431,0.4403,0.445,0.8608,1.7461,0.9166,0.5429,0.5429,0.5429,6.6324,0.6556,0.5974,0.5974,0.5974,0.5926,0.7501,0.6061,0.4603,0.6531,0.5478,0.6849,4.2949,0.6743,0.8244,0.5094,0.5981,0.6799,2.6118,0.912,0.7539,0.6572,1.4111,0.8304,8.9152,0.8161,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.67,8.36,0.22,23.92,0.0,15.66,0.0,5.05,0.0,0.0,0.0,35.11,7.17,24.37,40.15,0.59,55.38,39.2,34.7274,17.2,5.7,29.1,31.4845,7.8,22.3,21.9,22.2,14.0,3.2,7.8,0.8,37.7,11.0,7.8,15.8,13.8,0.7925,0.7919,0.7565,0.7944,0.6957
10,5,50302,1400000US10005050302,10005050302,503.02,Sussex,DE,Delaware,"Census Tract 503.02, Sussex County, Delaware",5162.0,421.0,2851.0,1.5153,0.6301,1.1153,0.6059,0.4572,0.3273,0.2465,0.1908,1.2218,0.2307,0.0,0.4673,0.0,0.6308,0.0,0.0,1.0981,0.6344,1.0,0.0991,0.8782,1.9773,0.8023,0.3346,0.3447,0.0,0.6793,0.2633,0.3931,0.3931,0.3931,5.3696,0.3709,0.5871,0.5871,0.5871,0.5552,0.7722,0.3881,0.2069,0.2301,0.7195,0.8797,3.7517,0.5589,0.4636,0.8351,0.6045,0.7627,2.6659,0.9305,0.9428,0.4452,1.388,0.8183,8.3927,0.7444,0.0,1.0,0.0,1.0,0.0,2.0,0.4,0.67,8.3,0.23,23.81,0.0,10.21,0.0,0.21,0.0,0.0,0.0,17.01,4.75,8.99,22.71,0.0,31.93,38.1,32.7586,18.2,4.0,16.4,18.9097,11.2,32.2,15.1,27.7,14.1,5.0,27.8,0.2,34.8,10.9,7.0,15.8,12.0,0.6658,0.7741,0.5632,0.6463,0.6957
10,5,50401,1400000US10005050401,10005050401,504.01,Sussex,DE,Delaware,"Census Tract 504.01, Sussex County, Delaware",3454.0,285.0,1988.0,1.3646,0.5573,0.9646,0.4893,0.4572,0.3457,0.2136,0.2074,1.2239,0.2314,0.9264,0.4536,0.0,0.6655,0.0,0.0,2.0455,0.9084,0.8017,0.2936,0.9704,2.0657,0.8534,0.4654,0.0,0.0,0.4654,0.1507,0.5232,0.5232,0.5232,6.3237,0.5893,0.1728,0.1728,0.1728,0.2948,0.6623,0.7533,0.2132,0.0707,0.482,0.5809,3.0572,0.4049,0.7859,0.1951,0.6536,0.0,1.6346,0.2117,0.7504,0.4452,1.1956,0.7307,6.0602,0.3753,0.0,1.0,1.0,0.0,0.0,2.0,0.4,0.67,8.4,0.21,24.26,0.89,8.78,0.0,1.33,0.0,0.0,4.23,43.14,3.33,28.65,0.0,0.0,51.62,8.5,20.0176,14.0,7.4,16.7,13.5936,6.8,18.9,20.9,17.1,14.9,0.0,7.6,0.2,34.6,10.6,7.6,14.4,11.6,0.6552,0.718,0.7108,0.6052,0.5495
10,5,50403,1400000US10005050403,10005050403,504.03,Sussex,DE,Delaware,"Census Tract 504.03, Sussex County, Delaware",3774.0,328.0,2676.0,1.8327,0.7614,1.2327,0.686,0.4572,0.342,0.2631,0.2311,1.2934,0.2563,0.9695,0.72,0.0,0.0,0.0,0.0,1.6895,0.8198,0.659,0.2379,0.7244,1.6213,0.5518,0.6529,0.4706,0.0,1.1235,0.5394,0.4809,0.4809,0.4809,6.2086,0.5638,0.6659,0.6659,0.6659,0.5358,0.7632,0.725,0.327,0.4851,0.4891,0.6704,3.9956,0.612,0.6162,0.7776,0.2922,0.7695,2.4555,0.8412,0.762,0.0,0.762,0.4473,7.879,0.6689,1.0,1.0,0.0,0.0,1.0,3.0,0.6,0.67,8.38,0.24,24.86,30.28,68.31,0.0,0.0,0.0,0.0,31.3,37.18,6.5,73.01999999999998,45.27,0.0,44.84,47.7,31.77,17.8,7.0,22.1,25.7886,6.9,21.8,17.6,26.4,9.7,5.2,8.3,0.0,35.3,10.7,7.1,15.0,12.4,0.6906,0.7373,0.5871,0.6853,0.6166
